song_title,lyrics
Praise God," that she wrote, ""speech to the young: speech to the progress-toward"" say to them, say toâ€…theâ€…down-keepers, the sun-slappers theâ€…self-soilers, the harmony-hushers even if you areâ€…not ready for the day, it cannot always be night serve, flex, i do work (work) six, i'm like mike he's out of sight, woo you done got me piped two-man like ike six out the spot (uh, uh) into the night   we gon' praise our way out the grave, dawg livin', speakin', praise god walkin' out the graveyard back to life i serve, follow your word, see with new sight, into the night (hey) you might also like we gon' praise our way out the grave, dawg livin', speakin', praise god walkin' out the graveyard back to life i serve, follow your word, see with new sight, into the night  still on side, huh, still outside ****, attention, still outside, huh, still outside tame impâ€”, tame impala, **** tame impala, stay outside, huh and i'm still outside, i'm still outside, still outside, huh let's get right, huh, let's get right, uh, let's get right, uh, huh let's get right, let's get (ayy, ayy, ayy), let's get right let's get (ayy, ayy, ayy), let's getâ€” look at new scenes, i opened my life, i'm subject to memes i signed a few ****, i polished their dreams an angel on earth, come under my wing stop runnin' your publishers, **** they publish the headlines and say the wrong things y'all treat your lord and savior like renters' insurance, you know what i mean? bada the bada the boom, i bada the boom, i bada the bing i need a new girl, my old one was mean i had to let go, forgave all them evils that came to my shows i channeled them bad **** all in abode i channeled your trust, i channeled the turbulence, came with the life i gathered my sinners and asked if i'm right, let's get i just get right, ****, huh let's get right, let's get right, let's get right, shh, shh ain't on sight, it's on sight i don't know you, you, you, you, it's on sight i don't know you, you, you, you (ayy, ayy), let's get right ayy, all of my **** on channel  i don't channel ten 'til it go time used to throw up my uncle's spaghetti been told to tote since before i was ready back when my mama told me that i was challenged a single black woman, you know that she petty i turned a heavy heart to two million dollars i put that in totals, reverse outta debty i gotta, i gotta put on a rager one time i swung the powder, went major one time i know some white people servin' no time i gotta do it for me, do it for, pray for me do it for all the ones dyin' i wanna do it for all the ones cryin' i wanna, uh, uh, uh, let's get right, huh12"
ALIEN SUPERSTAR," please do not be alarmed, remain calm do not attempt to leave the dance-floor the dj booth is conducting a troubleshoot test of the entire system   unique that's what you are stilÐµttos kicking vintage crystal off the bar category: bad bitch, i'm thÐµ bar alien superstar whip, whip   i'm (u-n-i-q-u-e) ooh, i'm stingy with my love, ooh, baby i'm (u-n-i-q-u-e) ooh, i'm stingy with my love (unique)   i'm too classy for this world, forever, i'm that girl feed you diamonds and pearls, ooh, baby i'm too classy to be touched, i paid them all in dust i'm stingy with my love, ooh, baby  (unique) that's what you are lingerie reflecting off the mirror on the bar category: sexy bitch, i'm the bar alien superstar  we dress a certain way we walk a certain way we talk a certain way we, we paint a certain way we, we make love a certain way, you know? all of these things we do in a different unique, specific way that is personally ours we just reaching out to the solar system we flying over bullshit, we flying over supernatural love up in the air i just talk my shit, casanova superstar, supernova power, pull 'em in closer if that's your man, then why he over here? (unique)2"
SUMMER RENAISSANCE," i wanna house you and make you take my name i'm gonna spouse you and make you tat your ring i'm gonna take you all the way baby, can i take you all the way?   ah-ah-ah-oh (ooh) boy, you never have a chance if you make my body talk, i'ma leave you in a trance got you walking with a limp, bet this body make you dance dance, dance, dance   i wanna crush you, i won't overanalyze i'm gonna trust you even though we met tonight but i'm gonna take you all the way baby, can i take you all the way?   i'm feeling way too loose to be tied down can you see my brain open wide now? come and get what i came for, hella night now know you love when i roleplay, who am i now? i'm a doc, i'm a nurse, i'm a teacher dominate is the best way to beat ya sorry 'bout yesterday, now the sweet stuff you a sweetie pie, come let me eat ya (fuck it up)   ooh, it's so good, it's so good it's so good, it's so good, it's so good ooh, it's so good, it's so good it's so good, it's so good, it's so good   ah-ooh ah-ooh ah-ooh1"
What It Is (Solo Version)," what it is, ho? what's up? every good girl needs a little thug every block boy needs a little love if you put it down, i'ma pick it up, up, up   bedroom bully in the bando he gon' make it flip, do it with no handles never switchin' sides, only switchin' angles ooh, we go crazy like rambo   hit 'Ðµm up, hit 'em up in the truck, got it tucked hÐµ get it up, like it's stuck all night, i like you ain't gotta say it when you know it's on site   what it is, ho? (what it is?) what's up? (what's up?) every good girl needs a little thug (thug) every block boy needs a little love (love) if you put it down, i'ma pick it up, up (ayy), up (ayy) what it is, ho? (what it is?) what's up? (what's up?) every good girl needs a little thug (thug) every block boy needs a little love (love) if you put it down, i'ma pick it up, up (ayy), up (ayy)   what it is, ho? (what it is?) what's up? every good girl needs a little thug (needs a little thug) every block boy needs a little love (needs a little love, yeah) if you put it down, i'ma pick it up, up, up what it is, ho? what's up? every good girl needs a little thug (needs a little love) every block boy needs a little love (needs a little love, thug) if you put it down, i'ma pick it up, up (ayy), up (ayy)   back it up and do, and do it like that, yeah (what it is? what's up?) back it up and do it like that, yeah (ho) back it up, back it and do it like that, yeah back it up, go'n and do it like that, yeah (woo) hey, what it is? hey, what's up? j. white did it (yup, yup) more is on the way (yup, yup, yeah) we need a lil' love, you know what i mean? (yeah, ayy-ayy, woo) ride out, woah"
Players," yeah, 'cause girls is players too uh, yeah, yeah, 'cause girls is players too (keep it player, baby) 'cause girls is players too bitches gettin' money all around the world 'cause girls is players too   yeah, 'bout to catch another flight yeah, the apple bottom make him wanna bite yeah, i just wanna have a good night i just wanna have a good night hold up, if you don't know, now you know if he broke, then you gotta let him go you could have anybody, eeny, miny, moe 'cause when you a boss, you could do what you want you might also like i go on and on and on again he blowin' up my phone, but i'm ignorin' him he thinkin' he the one, i got like four of him yeah, i'm sittin' first class like valedictorian uh, came a long way from rag to riches five-star bitch, yeah, i taste so delicious let him lick the plate, yeah, i make him do the dishes now he on news 12 'cause a bitch went missin', sheesh   yeah, 'cause girls is players too uh (and it's time that we let 'em know thatâ€”), girls is players too (keep it player, baby) 'cause girls is players too bitches gettin' money all around the world 'cause girls is players too"
Shivers," i took an arrow to the heart i never kissed a mouth that tastes like yours strawberries and then somethin' more ooh, yeah, i want it all lipstick on my guitar fill up the engine, we can drive real far go dancin' underneath the stars ooh, yeah, i want it all mmm, you got me feelin' like   ooh, i love it when you do it like that and when you're close up, give mÐµ the shivers oh, baby, you wanna dance 'til thÐµ sunlight cracks and when they say the party's over, then we'll bring it right back and we'll say, ""ooh, i love it when you do it like that"" and when you're close up, give me the shivers oh, baby, you wanna dance 'til the sunlight cracks and when they say the party's over, then we'll bring it right back see ed sheeran liveget tickets as low as $8you might also like i wanna be that guy, i wanna kiss your eyes i wanna drink that smile, i wanna feel like i'm like my soul's on fire, i wanna stay up all day and all night yeah, you got me singin' like   baby, you burn so hot, you make me shiver with the fire you got, this thing we started i don't want it to stop you know you make me shiver-er-er baby, you burn so hot, you make me shiver with the fire you got, this thing we started i don't want it to stop you know you make me shiver yeah, you got me singin' like  [chorus] ooh, i love it when you do it like that and when you're close up, give me the shivers oh, baby, you wanna dance 'til the sunlight cracks and when they say the party's over, then we'll bring it right back (oh, no) and we'll say, ""ooh, i love it when you do it like that"" and when you're close up, give me the shivers oh, baby, you wanna dance 'til the sunlight cracks and when they say the party's over, then we'll bring it right back, hey2"
Permission to Dance," it's the thought of being young when your heart's just like a drum beating louder with no way to guard it when it all seems like it's wrong just sing along to elton john and to that feeling, we're just getting started   i wanna dance the music's got me going ain't nothing that can stop how we move, yeah let's break our plans and live just like we're golden and roll in like we're dancing fools   there's always something that's standing in the way but if you don't let it faze ya you'll know just how to break just keep the right vibe, yeah 'cause there's no looking back there ain't no one to prove we don't got this on lock (yeah)   i wanna dance the music's got me going ain't nothing that can stop how we move, yeah let's break our plans and live just like we're golden and roll in like we're dancing fools   da-na-na-na-na-na-na da-na-na-na-na-na-na da-na-na-na-na-na-na no, we don't need permission to dance da-na-na-na-na-na-na (hey) da-na-na-na-na-na-na da-na-na-na-na-na-na   i wanna dance the music's got me going (music's got me going) ain't nothing that can stop how we move, yeah (hey, yeah) let's break our plans and live just like we're golden (ooh) and roll in like we're dancing fools (like we're dancing fools)   we don't need to worry 'cause when we fall, we know how to land (we know how to land) don't need to talk the talk, just walk the walk tonight (ooh) 'cause we don't need permission to dance10"
Bam Bam,"You said you hated the ocean, but you're surfin' now
I said I'd love you for life, but I just sold our house
We were kids at the start, I guess we're grown-ups now (Mmm)
Couldn't ever imagine even havin' doubts
But not everything works out, no

Now I'm out dancin' with strangers
You could be casually datin'
Damn, it's all changin' so fast

AsÃ­ es la vida, sÃ­
Yeah, that's just life, baby
Yeah, love came around
And it knocked me down
But I'm back on my feet
AsÃ­ es la vida, sÃ­
Yeah, that's just life, baby
I was barely standin'
But now I'm dancin'
He's all over me

Bidi, bam-bam-bam-bam, bam-bam
Bidi, bam-bam-bam-bam, bam-bam
Bidi, bam-bam-bam-bam, bam-bam
Bidi, bam-bam-bam-bam (AsÃ­ es la vida)
Bidi, bam-bam-bam-bam, bam-bam (Uh-huh)
Bidi, bam-bam-bam-bam, bam-bam (Eh, eh, uh-huh)
Bidi, bam-bam-bam-bam, bam-bam (Uh-huh)
Bidi, bam-bam-bam-bam

It's been a hell of a year, thank God we made it out
Yeah we were riding a wave, and trying not to drown
And on the surface I held it together
But underneath, I sorta came unwound
Where would I be? You're all that I need
My world, baby, you hold me down
You always hold me down, now

I've been the breaker and broken
Every mistake turned to moments
Wouldn't take anything back

AsÃ­ es la vida, sÃ­ (AsÃ­ es)
Yeah, that's just life, baby
Yeah, love came around
And it knocked me down
But I'm back on my feet
AsÃ­ es la vida, sÃ­
Yeah, that's just life, baby
I was barely standin'
But now I'm dancin'
She's all over me (He's all over me)

Bidi, bam-bam-bam-bam, bam-bam
Bidi, bam-bam-bam-bam, bam-bam
Bidi, bam-bam-bam-bam, bam-bam
Bidi, bam-bam-bam-bam (AhÃ­, ahÃ­)
Bidi, bam-bam-bam-bam, bam-bam
Bidi, bam-bam-bam-bam, bam-bam
Bidi, bam-bam-bam-bam, bam-bam
Bidi, bam-bam-bam-bam (PÃ³nganle azÃºcar, mi gente!)

Sigue bailando, hey
Sigue bailando (Keep dancing, yeah)
Sigue bailando (Keep dancing, yeah)
Sigue bailando

(Hay amor en todos lados) Sigue bailando
(Sigue, sigue, sigue bailando) Sigue bailando
(Hay amor en todos lados) Sigue bailando, woh
(Sigue, sigue, sigue bailando)

AsÃ­ es la vida, sÃ­
Yeah, that's just life, baby
Yeah, love came around
And it knocked me down
But I'm back on my feet
AsÃ­ es la vida, sÃ­
Yeah, that's just life, baby
I was barely standin'
But now I'm dancin'
She's all over me (He's all over me) (Hey! Hey!)

Now I'm, Now I'm dancin' (Bidi, bam-bam-bam-bam, bam-bam)
Keep dancing, yeah
Now I'm, Now I'm dancin' (Bidi, bam-bam-bam-bam, bam-bam)
Keep dancing, yeah
Now I'm, Now I'm dancin' (Bidi, bam-bam-bam-bam, bam-bam)
Keep dancing, yeah (Bidi, bam-bam-bam-bam) (Hey! Hey!)
(Bidi, bam, bam, bam, bam, bam, bam)
And now I'm dancin' (Bidi, bam-bam-bam-bam, bam-bam)
Keep dancing, yeah
Now I'm dancin' (Bidi, bam-bam-bam-bam, bam-bam)
Keep dancing, yeah, yeah, yeah, yeah (Bidi, bam-bam-bam-bam)
Eh!"
Afterglow," (one, two)   we were love-drunk, waiting on a miracle tryna find ourselves in the winter snow so alone in love like the world had disappeared oh, i won't be silent and i won't let go i will hold on tighter 'til the afterglow and we'll burn so bright 'til the darkness softly clears   the weather outside's changing the leaves are buried under six inches of white the radio is playing iron & wine this is a new dimension this is a level where we're losing track of time i'm holding nothing against it, except you and i see ed sheeran liveget tickets as low as $48you might also like oh, i will hold on to the afterglow oh, i will hold on to the afterglow oh, i will hold on to the afterglow1"
Bad Habits," (one, two, three, four) ooh, ooh  my bad habits lead to late nights endin' alone conversations with a stranger i barely know swearin' this'll be the last, but it probably won't i got nothin' left to lose, or use, or do my bad habits lead to wide eyes starin' at space and i know i lose control of the things that i say yeah, i was lookin' for a way out, now i can't escape nothin' happens after two, it's truÐµ, it's true my bad habits lead to you   every pure intention ends when the good times start fallin' over everything to reach the first time's spark it started under neon lights and then it all got dark i only know how to go too far   ooh-ooh, ooh-ooh my bad habits lead to you ooh-ooh, ooh-ooh   my bad habits lead to late nights endin' alone conversations with a stranger i barely know swearin' this'll be the last, but it probably won't i got nothin' left to lose, or use, or do my bad habits lead to wide eyes starin' at space and i know i lose control of the things that i say yeah, i was lookin' for a way out, now i can't escape nothin' happens after two, it's true, it's true my bad habits lead to you   ooh-ooh, ooh-ooh my bad habits lead to you ooh-ooh, ooh-ooh my bad habits lead to you6"
Like Crazy,"   she's saying baby, ìƒê°í•˜ì§€ ë§ˆ there's not a bad thing here tonight baby, ë– ë‚˜ë„ ì¢‹ì•„ ìžˆì–´ ì¤˜ ì˜¤ëŠ˜ê¹Œì§€ë§Œ   ì‹œë„ëŸ¬ìš´ ìŒì•… ì†ì— í¬ë¯¸í•´ì§„ ë‚˜ ë“œë¼ë§ˆ ê°™ì€ ë»”í•œ story ìµìˆ™í•´ì ¸ ê°€ ë„¤ê°€ ì•Œë˜ ë‚˜ë¥¼ ì°¾ê¸°ì—” ë©€ë¦¬ ì˜¨ ê±¸ê¹Œ? yeah, i know you know, i know (ooh) you might also like give me a good ride (oh, i'm fallin', i'm fallin', i'm fallin') oh, it's gon' be a good night (oh, i'm fallin') forever, you and i   ê±°ìš¸ ì†ì— ë¹„ì¹œ ë‚˜ í•˜ì—¼ì—†ì´ ë¯¸ì³ê°€ i'm feelin' so alive, wasting time  give me a good ride (oh, i'm fallin', i'm fallin', i'm fallin') it's gon' be a good night (oh, i'm fallin') forever, you and i  [outro] this will break me this is gonna break me (break me) no, don't you wake me (wake me) i wanna stay in this dream, don't save me don't you try to save me (save me) i need a way we (way we) i need a way we can dream on (on, on, on) (alone again what's the point?)"
Yet To Come,"   ë‹¤ë“¤ ì–¸ì œë¶€í„´ê°€ ë§í•˜ë„¤ ìš°ë¦´ ìµœê³ ë¼ê³  ì˜¨í†µ ì•Œ ìˆ˜ ì—†ëŠ” names ì´ì   ë¬´ê²ê¸°ë§Œ í•´ ë…¸ëž˜ê°€ ì¢‹ì•˜ë‹¤ê³  ê·¸ì € ë‹¬ë¦´ ë¿ì´ë¼ê³  promise that we'll keep on comin' back for more   uh, ë‹¹ì‹ ì€ ê¿ˆê¾¸ëŠ”ê°€, ê·¸ ê¸¸ì˜ ëì€ ë¬´ì—‡ì¼ê¹Œ moment is yet to come, yeah uh, ëª¨ë‘ê°€ ìˆ¨ì£½ì¸ ë°¤, ìš°ë¦° ë°œì„ ë©ˆì¶”ì§€ ì•Šì•„ yet to come *uh, we gonna touch the sky, 'fore the day we die* **moment is yet to come, yeah** *uh, ìž ì´ì œ ì‹œìž‘ì´ì•¼, the best yet to come*   ì•„ì§ë„ ë°°ìš¸ê²Œ ë§Žê³  ë‚˜ì˜ ì¸ìƒ ì±„ìš¸ê²Œ ë§Žì•„ ê·¸ ì´ìœ ë¥¼ ë¬¼ì–´ë³¸ë‹¤ë©´ ë‚´ ì‹¬ìž¥ì´ ë§í•˜ìž–ì•„ we ain't about it ì´ ì„¸ìƒì˜ ê¸°ëŒ€ we ain't about it ìµœê³ ëž€ ê¸°ì¤€ì˜ step we ain't about it ì™•ê´€ê³¼ ê½ƒ, ìˆ˜ë§Žì€ íŠ¸ë¡œí”¼ we ain't about it dream and hope, and goin' forward we so about it ê¸´ê¸´ ì›ì„ ëŒì•„ ê²°êµ­ ë˜ ì œìžë¦¬, back to one  uh, ë‹¹ì‹ ì€ ê¿ˆê¾¸ëŠ”ê°€, ê·¸ ê¸¸ì˜ ëì€ ë¬´ì—‡ì¼ê¹Œ moment is yet to come, yeah uh, ëª¨ë‘ê°€ ìˆ¨ì£½ì¸ ë°¤, ìš°ë¦° ë°œì„ ë©ˆì¶”ì§€ ì•Šì•„ yet to come *uh, we gonna touch the sky, 'fore the day we die* **moment is yet to come, yeah** *uh, ìž ì´ì œ ì‹œìž‘ì´ì•¼, the best yet to come*   so was it honestly the best? (the best) 'cause i just wanna see the next ('cause i just wanna see the next, yeah) ëˆˆë¶€ì‹œê²Œ ì§€ë‚˜ì˜¨ ê¸°ì–µë“¤ ì†ì— (ì†ì—) ì°¸ ì•„ë¦„ë‹µê²Œ (ë‹µê²Œ) yeah, the past was honestly the best (the best) but my best is what comes next (but my best is what comes next, yeah) we'll be singin' till the morn ê·¸ë‚ ì„ í–¥í•´ (í–¥í•´) ë” ìš°ë¦¬ë‹µê²Œ (ë‹µê²Œ) you and i, best moment is yet to come"
Butter," smooth like butter like a criminal undercover gon' pop like trouble breakin' into your heart like that (ooh) cool shade stunner yeah, i owe it all to my mother hot like summer yeah, i'm makin' you sweat like that break it down   side step, right, left to my beat high like the moon, rock with me, baby know that i got that heat let me show you 'cause talk is cheap side step, right, left to my beat get it, let it roll   ooh, when i look in the mirror i'll melt your heart into two i got that superstar glow so (ooh) do the boogie like   get it, let it roll get it, let it roll   side step, right, left to my beat (right, left to my beat) high like the moon, rock with me, baby know that i got that heat let me show you 'cause talk is cheap (you know that talk is cheap) side step, right, left to my beat get it, let it roll  get it, let it roll28"
I KNOW ?," tell me, is you still up? (up) it's 5 am and i'm drunk right now tell me, can we still fuck? (fuck that shit) one of one, i'm in the zone right now tell me, am i still? (mm) tellin' you just how i feel right now you said it's just the drugs and i know i know, i know, i know, i know, i know, i know i lied too, way before (let's go), before before i had you right inside my arms but then again, i could be drunk (it's lit, yeah)   tell me, is you still up? (up) it's 5 am and i'm drunk right now tell me, can we still fuck? (fuck that shit) one of one, i'm in the zone right now tell me, am i still? (mm) tellin' you just how i feel right now you said it's just the drugs and i know i know, i know, i know, i know, i know, i know (ooh, it's the kid, know it, damn it) i lied too, way before, before (how they feelin', how they feelin' right here, ooh) before i had you right inside my arms (feelin' like some money tonight) but then again, i could be drunk (yeah)   tell me, is you still up? (up) it's 5 am and i'm drunk right now tell me, can we still fuck? (fuck that shit) one of one, i'm in the zone right now tell me, am i still? (mm) tellin' you just how i feel right now you said it's just the drugs and i know i know, i know, i know, i know, i know, i know i lied too, way before (let's go), before before i had you right inside my arms but then again, i could be drunk2"
TKN,"   ni un amigo nuevo, ni una herÃ­a' tkn, tkn, tkn ni un amigo nuevo, ni una herÃ­a' tkn, tkn ni un amigo nuevo, ni una herÃ­a'   leche con azÃºcar ella tiene medida' brazuca' esa mami es una g (yeah)   cosa' de familia, no la' tienen que escucha' lo' capo' con lo' capo' y yo soy la mamÃ¡ (el papÃ¡) los secreto' solo con quien pueda' confia' mÃ¡s-mÃ¡s te vale no romper la omertÃ¡   la rosalÃ­a straight up! ni un amigo nuevo, ni una herÃ­a'8"
Nail Tech," mm-mm, mm, mm-mm tss   ten toes, that's my mo fam' over 'gram, that's my mo (on my momma) fuck a close friends, i got friends that i keep close and they let it go while i reload you might also like and i'm not no fashionista, but i'm fly though (but i'm fly) and i know i gave up drinkin', but i'm high though (but i'm high) i told her, ""i don't cum from head, but you can try though"" (you can try) i'm not on top of this shit yet, but i'm that guy though i take a look 'round and my comp and it's just, uh (ooh) wide open, big whippin', it slide open (mm-mm) i notice they treat me like i'm chosen (i'm chosen) eyes open, heart clean and my mind focused this shit just keeps goin' how i wrote it how the hell could you doubt us? i mean, back then it made sense, but it's like, now what? now they down to come 'round just to be 'round us you ain't one of my dawgs, why do you hound us? it's very few of you i like, but it's a whole lot of y'all i don't trust 'cause  like baow, baow, baow tsa just opened my book-bag up and my chain hittin' like baow, baow, baow, baow the king's back in his hometown, when them wheels hit and i touchdown they baow, baow, baow, baow she down low, three point stance, i'm back there doin' jack dance like baow, baow, baow, baow2"
Lovin On Me," i don't like no whips and chains and you can't tie me down but you can whip your lovin' on me, baby whip your lovin' on me, baby   young j-a-c-k, aka rico like suave, young enrique speakin' of aka, she's a alpha but not around your boy, she get quiet 'round your boy, hold on (shh) don't know what you heard or what you thought about your boy but they lied about your boy, goin' dumb and it's somethin' idiotic 'bout your boy she wearin' cheetah print that's how bad she wanna bÐµ spotted 'round your boy   i'm vanilla, baby (i don't like no whips and chains) i'll choke you, but i ain't no killer, baby (and you can't tie me down) she twenty-eight, tellin' me i'm still a baby (but you can whip your lovin' on me, baby) i get love in detroit like skilla baby (whip your lovin' on me, baby) and the thing about your boy is i don't like no whips and chains and you can't tie me down but you can whip your lovin' on me, baby whip your lovin' on me, baby   i don't like no whips and chains and you can't tie me down (i see you, and all the guys in the back waitin' on the next track) but you can whip your lovin' on me, baby (cut your boy a lil' slack) whip your lovin' on me (it's young jack)  i don't like no whips and chains and you can't tie me down but you can whip your lovin' on me, baby whip your lovin' on me, baby"
Girls Want Girls," woah, woah woah, woah, woah ayy   cannot play a player, babe i grew up with drayaface i done seen the realest ones come and leave a crazy way had to take my spot, it wasn't somethin' they just gave away sorry to all my fans that might've caught me on a crazy day fuck you niggas thinkin' tryna block me on a fadeaway? i've been on that shit, i only vibÐµ with a payday say you go that way, i guess we both go the samÐµ way girls want girls where i'm from yeah, yeah, where we both from ayy, and you just got to miami, need hotel rooms niggas told you that they love you, but they fell through so you shotting '2 'cause you ayy, and you throwin' on that dress 'cause it's see-through yeah, talkin' all the shit that you done been through yeah, textin' me and say, ""i need to see you"" you might also like starin' at your dress 'cause it's see-through yeah, talkin' all the shit that you done been through yeah, say that you a lesbian, girl, me too ayy, girls want girls where i'm from wait, yeah, woah, girls want girls where oh, yeah, oh, yeah, girls want girls where i'm from oh, yeah, yeah, girls want girls where ayy, yeah, girls want girls where i'm from   i don't know (i don't know) i might come, i might go, i don't know (i don't know, i don't know) i might come, i might go, i don't know   but i know you wanna roll with the gang and i know you want the finest of things askin' me about seâ€” settlin' down 'cause you know that things are going my way2"
Life Is Good,"   say my days are numbered, but i keep wakin' up know you see my texts, baby, please say some' wine by the glass, your man a cheapskate, huh? niggas gotta move off my release day, huh bitch, this is fame, not clout i don't even know what that's about, watch your mouth baby got a ego twice the size of the crib i can never tell her shit, it is what it is (what) said what i had to and did what i did (ayy) never turn my back on fbg, god forbid virgil got the patek on my wrist doin' front flips givin' you my number, but don't hit me on no dumb shit see future liveget tickets as low as $59you might also like it's cool, man, got red bottoms on life is good, you know what i mean? like   yeah, hunnid thousand for the cheapest ring on a nigga finger, lil' bitch, woo i done flew one out to spain to be in my domain and audemars-ed the bitch, woo dropped three dollars on a ring, cost a bentley truck, lil' bitch, woo i was in the trap servin' cocaine, i ain't been the same since, woo   hunnid thousand for the cheapest ring on a nigga finger, lil' bitch, woo i done flew one out to spain to be in my domain and audemars-ed the bitch, woo dropped three dollars on a ring, cost a bentley truck, lil' bitch, woo i was in the trap servin' cocaine, i ain't been the same since   yeah, hunnid thousand for the cheapest ring on a nigga finger, lil' bitch, woo i done flew one out to spain to be in my domain and audemars-ed the bitch, woo dropped three dollars on a ring, cost a bentley truck, lil' bitch, woo i was in the trap servin' cocaine, i ain't been the same since, woo   hunnid thousand for the cheapest ring on a nigga finger, lil' bitch hunnid thousand for the cheapest ring on a nigga finger, lil' bitch, yeah hunnid thousand for the cheapest ring on a nigga finger, lil' bitch, uh hunnid thousand for the cheapest ring on a nigga finger, lil' bitch10"
Toosie Slide," black leather glove, no sequins buckles on the jacket, it's alyx shit nike crossbody, got a pieceâ€…inâ€…it got a dance,â€…but it's really on some streetâ€…shit i'ma show you how to get it   don't you wanna dance with me? no? i could dance like michael jackson i could give you thug passion it's a thriller in the trap where we from baby, don't you wanna dance with me? no? i could dance like michael jackson i could give you satisfaction and you know we out here every day with it i'ma show you how to get it   two thousand shorties wanna tie the knot, ayy, yeah two hundred shooters on my brother's block, woah, yeah petal off a rose like i love her not, maybe not i don't know what's wrong with me, i can't stop, woah, yeah won't stop, woah, yeah, never stop got so many opps, i be mistakin' opps for other opps got so many people that i love out of troubled spots other than the family i got, it's either you or me that's just how i think, it's either you or me this life got too deep for you, baby two or three of us about to creep where they stayin'   it go right foot up, left foot, slide left foot up, right foot, slide basically, i'm sayin' either way, we 'bout to slide, ayy can't let this one slide, ayy (who's bad?)  black leather gloves, no sequins, yeah buckles on the jacket, it's alyx shit nike crossbody, got a piece in it got a dance, but it's really on some street shit i'ma show you how   don't you wanna dance with me? no? i could dance like michael jackson (jackson) i could give you thug passion (passion) it's a thriller in the trap where we from (where we from) baby, don't you wanna dance with me? no? i could dance like michael jackson (jackson) i could give you satisfaction ('faction) and you know we out here every day with it i'ma show you how to get it  [chorus] it go right foot up, left foot, slide left foot up, right foot, slide basically, i'm sayin' either way we 'bout to slide (who's bad?)10"
POPSTAR," bitches we the best music another one (yeah) dj khaled   ayy, shawty with the long text, i don't talk, ayy shawty with the long legs, she don't walk, ayy yeah, last year, i kept it on the tuck, ayy 00, i came to fuck it up, yeah i want a long life, a legendary one (yeah) i want a quick death (yeah), and an easy one (yeah) i want a pretty girl (yeah), and an honest one (yeah) i want this drink (yeah), and another one, yeah and i'm troublesome, yeah i'm a popstar, but this shit ain't bubblegum, yeah you would probably think my manager is scooter braun, yeah but my manager with twenty hoes in buddakan, yeah, ayy look, ariana, selena, my visa it can take as many charges as it needs to, my girl that shit platinum just like all of my releases, my girl niggas come for me, i tear them all to pieces, my girl i'ma show your sexy ass what relief is, my girl please don't take no shit that's 'bout to have you geekin' and i'm not drivin' nothin' that i gotta stick the keys in wonder how i got this way? i swear i got the you might also like i'm a popstar, not a doctor, watch her say she rep a whole different block, so i blocked her busy at the crib, cookin' salmon with the lobster if we talkin' joints, it's just me and david foster bodyguards don't look like kevin costner, you tweakin' just pulled up to whitney houston, texas for the evenin' they tell the same story so much, they start to believe it the ones that start like, ""drizzy's shit was cool, but we even"" man, how the fuck? two, four, six, eight watches, factory, so they appreciate crown in my hand and i'm really playin' keep-away shit don't even usually get this big without a bieber face naw, naw, piece of cake, naw, naw, turks and caic', yeah, yeah go and get your friends, we can sneak away, yeah, yeah yeah, i keep a, like i keep the faith wonder how i got this way? swear i got the  bitches callin' my phone like i'm locked up, nonstop from the plane to the fuckin' helicopter, yeah cops pullin' up like i'm givin' drugs out, nah, nah i'm a popstar, not a doctor bitches callin' my phone like i'm locked up, nonstop from the plane to the fuckin' helicopter, yeah cops pullin' up like i'm givin' drugs out, nah, nah i'm a popstar, not a doctor4"
Used To Be Young," the truth is bulletproof, there's no foolin' you i don't dress the same me and who you say i was yesterday have gone our separate ways left my livin' fast somewhere in the past 'cause that's for chasin' cars turns out open bars lead to broken hearts and goin' way too far   take onÐµ, pour it out, it's not worth cryin' 'bout the things you can't erase like tattoos and regrets, words i never meant and ones that got away left my livin' fast somewhere in the past and took another road turns out crowded rooms empty out as soon there's somewhere else to go, oh-oh you might also like oh-oh, oh-oh-oh, oh-oh-oh oh-oh, oh-oh-oh, oh-oh-oh oh-woah, oh-woah, oh-woah, oh yeah woah-oh, oh-oh-oh, oh-oh-oh woah-oh, oh-oh-oh, oh-oh-oh oh-woah, oh-woah, oh-woah, oh  [chorus] i know i used to be crazy messed up, but, god, was it fun i know i used to be wild that's 'cause i used to be young those wasted nights are not wasted i remember every one i know i used to be crazy that's 'cause i used to be young you tell me time has done changed me that's fine, i've had a good run i know i used to be crazy that's 'cause i used to be young"
As I Am," by myself sometimes, to give my mind some space yeah, i know, yeah, i know thatâ€…itâ€…hurts when iâ€…push your love away, i hateâ€…myself i wanna tell you lies so your heart won't break yeah, i know, yeah, i know that i made my fair share of mistakes   take me as i am, swear i'll do the best i can say, ""i'm not goin' anywhere"" take mÐµ as i am, swear i'll do the best i can say, ""i'm not goin' anywhÐµre""   sometimes i don't know why you love me sometimes i don't know why you care take me with the good and the ugly say, ""i'm not goin' anywhere"" you might also like you were there for me when i was actin' selfish and you prayed for me when i was out of faith you believed in me when ain't nobody else did it's a miracle you didn't run away (yeah) you were there for me when i was actin' selfish and you prayed for me when i was out of faith you believed in me when ain't nobody else did it's a miracle you didn't run away   sometimes i don't know why you love me sometimes i don't know why you care take me with the good and the ugly say, ""i'm not goin' anywhere""1"
